ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
1,Denny Hamlin,11,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,1,7.562,0.6216,0.0967,0.0862,0.064,0.0462,0.0853,1501.97,1513.67,7.0,27.21,18.5
2,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,11,6.942,0.3743,0.3718,0.058,0.0864,0.0469,0.0626,1504.44,1505.74,-8.33,25.94,8.5
3,Chase Briscoe,19,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,2,6.002,0.2805,0.2983,0.1409,0.1079,0.0793,0.093,1502.25,1504.82,-12.83,27.21,17.5
4,Kyle Larson,5,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,5,5.944,0.3703,0.1409,0.1803,0.0944,0.0699,0.1442,1512.73,1513.09,1.17,25.94,14.5
5,Christopher Bell,20,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,7,4.561,0.1058,0.2138,0.2591,0.2039,0.0991,0.1182,1508.77,1510.26,1.0,27.21,12.5
6,Tyler Reddick,45,23XI Racing,23XI Racing,Toyota,4,4.554,0.1174,0.2314,0.1713,0.2691,0.0958,0.115,1503.05,1496.73,-8.33,20.34,15.5
7,Joey Logano,22,Team Penske,Team Penske,Ford,14,4.502,0.0435,0.3358,0.1488,0.2866,0.1122,0.0731,1499.39,1495.56,-9.83,23.89,5.5
8,Alex Bowman,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,29,4.499,0.1325,0.1895,0.1758,0.2825,0.1201,0.0996,1494.34,1509.74,-3.33,25.94,-9.5
9,Ryan Blaney,12,Team Penske,Team Penske,Ford,12,4.437,0.1153,0.2489,0.1982,0.1653,0.0554,0.2169,1515.62,1511.49,-4.17,23.89,7.5
10,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,32,4.379,0.1437,0.1754,0.2054,0.1618,0.2014,0.1123,1505.34,1512.13,8.0,24.2,-12.5
11,Chase Elliott,9,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,21,4.359,0.1184,0.1794,0.2458,0.1903,0.1189,0.1472,1510.26,1507.37,9.67,25.94,-1.5
12,Ty Gibbs,54,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,16,4.194,0.0996,0.2286,0.1447,0.241,0.1519,0.1342,1512.68,1501.54,-7.0,27.21,3.5
13,Austin Cindric,2,Team Penske,Team Penske,Ford,10,4.137,0.0236,0.2916,0.1594,0.3038,0.1512,0.0704,1492.25,1506.54,-11.5,23.89,9.5
14,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,8,4.105,0.1508,0.1404,0.2244,0.1299,0.102,0.2525,1493.65,1513.34,1.5,20.34,11.5
15,Chris Buescher,17,RFK Racing,RFK Racing,Ford,15,3.443,0.0467,0.0874,0.2228,0.3632,0.1614,0.1186,1511.87,1506.77,-3.83,24.2,4.5
16,Ryan Preece,60,RFK Racing,RFK Racing,Ford,27,3.395,0.0688,0.0898,0.1825,0.3024,0.259,0.0975,1507.78,1511.58,6.33,24.2,-7.5
17,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,9,3.295,0.0369,0.1142,0.2115,0.2816,0.2243,0.1315,1501.14,1489.97,-4.5,21.05,10.5
18,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,13,3.23,0.0418,0.0729,0.1868,0.4128,0.1294,0.1563,1514.58,1507.54,-0.33,19.71,6.5
19,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,6,3.21,0.0913,0.0648,0.1854,0.2676,0.1138,0.2771,1507.94,1491.2,6.17,21.56,13.5
20,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,3,3.169,0.0445,0.1003,0.1748,0.3057,0.2303,0.1444,1510.31,1501.13,-3.5,16.98,16.5
21,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,23,2.857,0.0138,0.0772,0.1765,0.3416,0.2718,0.1191,1496.33,1498.84,2.83,21.05,-3.5
22,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,17,2.74,0.0268,0.0708,0.1083,0.4114,0.2016,0.1812,1515.72,1498.65,3.67,21.56,2.5
23,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,20,2.712,0.0255,0.0761,0.1211,0.3389,0.3026,0.1359,1506.88,1501.95,2.83,21.56,-0.5
24,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,26,2.607,0.0234,0.093,0.1016,0.3254,0.2377,0.2189,1496.25,1508.64,2.83,19.71,-6.5
25,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,25,2.436,0.0115,0.0477,0.0959,0.3902,0.3368,0.1177,1510.13,1495.73,-0.67,19.71,-5.5
26,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,18,2.373,0.0163,0.0526,0.0948,0.3458,0.3294,0.161,1514.26,1501.65,-2.17,17.0,1.5
27,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,19,2.259,0.0244,0.0456,0.1081,0.3207,0.1928,0.3083,1513.73,1492.81,3.0,19.06,0.5
28,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,24,2.219,0.0129,0.0247,0.0968,0.3484,0.3881,0.1292,1497.86,1495.94,-2.0,18.21,-4.5
29,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,22,2.218,0.0196,0.0302,0.086,0.3497,0.3311,0.1834,1501.79,1500.67,1.17,19.32,-2.5
30,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,30,2.192,0.0145,0.071,0.0657,0.2663,0.4221,0.1604,1505.39,1507.93,-1.67,19.06,-10.5
31,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,28,2.07,0.0169,0.0408,0.0948,0.2129,0.5032,0.1314,1511.14,1511.51,6.0,18.21,-8.5
32,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,31,1.993,0.0153,0.0208,0.0845,0.2546,0.507,0.1177,1504.15,1498.51,-0.5,19.32,-11.5
