ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
25,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,10,2.751,0.0138,0.0981,0.1259,0.3308,0.3037,0.1276,1501.34,1503.67,7.33,18.69,9.5
26,Ryan Preece,60,RFK Racing,RFK Racing,Ford,33,2.712,0.0089,0.0572,0.2459,0.1951,0.4076,0.0853,1491.81,1498.86,5.83,23.77,-13.5
27,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,19,2.571,0.0244,0.052,0.1198,0.355,0.2983,0.1504,1509.42,1500.36,-2.17,20.39,0.5
28,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,21,2.396,0.0291,0.0524,0.0749,0.3635,0.2731,0.207,1503.92,1493.65,0.67,25.21,-1.5
29,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,14,2.297,0.0251,0.0371,0.1003,0.2958,0.3978,0.144,1505.78,1504.69,2.17,16.61,5.5
30,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,34,2.225,0.0176,0.0511,0.1314,0.1946,0.4503,0.1549,1508.95,1498.55,5.0,22.7,-14.5
31,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,23,2.175,0.0158,0.0372,0.0927,0.2929,0.4141,0.1473,1502.29,1505.03,3.5,18.69,-3.5
32,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,32,2.02,0.0099,0.0657,0.0658,0.2035,0.5229,0.1323,1506.49,1506.36,0.0,21.01,-12.5
33,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,20,1.752,0.0121,0.0263,0.0353,0.2517,0.5165,0.1582,1509.42,1500.33,0.5,14.7,-0.5
34,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,28,1.621,0.0066,0.0216,0.0496,0.1781,0.6219,0.1221,1497.79,1495.69,3.83,16.61,-8.5
35,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,37,1.599,0.0114,0.0304,0.0482,0.1778,0.4985,0.2338,1498.55,1501.67,3.5,22.27,-17.5
36,Jesse Love,62,Beard Motorsports,Beard Motorsports,Chevrolet,35,1.399,0.0097,0.0209,0.0338,0.1191,0.6288,0.1877,1496.85,1500.0,0.0,20.39,-15.5
37,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,36,1.12,0.0052,0.0083,0.0125,0.0812,0.7047,0.1882,1496.66,1498.19,3.5,14.6,-16.5
38,Chad Finchum,66,Garage 66,Garage 66,Ford,38,1.018,0.0053,0.0099,0.0113,0.0353,0.7326,0.2056,1492.82,1491.48,0.67,5.77,-18.5
