ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
25,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,39,2.606,0.0319,0.0414,0.1865,0.2818,0.22,0.2384,1499.15,1498.31,-8.17,20.79,-18.5
26,Ryan Preece,60,RFK Racing,RFK Racing,Ford,28,2.547,0.017,0.0808,0.1065,0.2917,0.4032,0.1008,1511.9,1511.82,4.5,23.1,-7.5
27,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,23,2.448,0.0107,0.0534,0.1039,0.3549,0.3834,0.0937,1506.49,1504.42,-1.67,20.74,-2.5
28,Jimmie Johnson,84,Legacy Motor Club,Legacy Motor Club,Toyota,17,2.35,0.016,0.0548,0.0673,0.4211,0.2061,0.2347,1515.03,1497.2,-1.83,17.0,3.5
29,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,26,2.302,0.0125,0.0454,0.1107,0.3026,0.3973,0.1314,1502.9,1500.98,2.67,20.32,-5.5
30,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,19,2.273,0.0125,0.0503,0.091,0.3258,0.3628,0.1575,1494.49,1492.7,2.0,18.09,1.5
31,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,35,2.197,0.0232,0.0312,0.1129,0.2582,0.4076,0.1669,1492.05,1491.62,-3.33,23.1,-14.5
32,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,34,2.079,0.0095,0.0597,0.1046,0.1584,0.5686,0.0993,1508.4,1507.62,3.67,20.74,-13.5
33,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,31,1.986,0.0124,0.0347,0.0904,0.2706,0.355,0.2369,1499.36,1498.18,2.33,24.32,-10.5
34,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,27,1.895,0.0097,0.023,0.0723,0.2565,0.5064,0.1322,1496.03,1494.95,-0.33,17.0,-6.5
35,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,30,1.757,0.0118,0.034,0.0371,0.2557,0.4486,0.2128,1503.73,1502.32,8.17,22.23,-9.5
36,Connor Zilisch,87,Trackhouse Racing,Trackhouse Racing,Chevrolet,33,1.687,0.0089,0.034,0.0357,0.2243,0.5092,0.188,1492.16,1500.0,0.0,22.23,-12.5
37,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,29,1.603,0.0077,0.0162,0.0514,0.167,0.6553,0.1025,1500.33,1499.03,-0.17,15.42,-8.5
38,Derek Kraus,44,NY Racing Team,NY Racing Team,Chevrolet,37,1.514,0.0147,0.0166,0.0631,0.1524,0.478,0.2751,1499.83,1496.46,2.5,18.09,-16.5
39,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,36,1.165,0.0048,0.007,0.0142,0.0734,0.777,0.1236,1497.96,1497.56,3.0,14.54,-15.5
40,Josh Bilicki,66,Garage 66,Garage 66,Ford,38,0.957,0.0046,0.0065,0.0106,0.0316,0.7179,0.2288,1491.16,1493.12,3.33,5.55,-17.5
