ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
23,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,19,2.715,0.025,0.0746,0.1125,0.3668,0.2803,0.1408,1513.09,1493.05,7.17,19.79,1.0
24,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,17,2.634,0.016,0.0665,0.1367,0.3387,0.308,0.134,1498.33,1492.33,-8.17,19.75,3.0
25,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,25,2.55,0.0145,0.0446,0.1553,0.3006,0.4141,0.0709,1508.84,1505.13,-10.17,19.75,-5.0
26,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,27,2.332,0.0141,0.0323,0.1186,0.3086,0.4457,0.0806,1502.65,1499.85,-2.83,19.79,-7.0
27,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,11,2.156,0.0122,0.0343,0.0523,0.3569,0.461,0.0832,1503.91,1502.43,2.67,18.61,9.0
28,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,24,2.147,0.011,0.0481,0.0584,0.3185,0.4536,0.1105,1493.87,1510.38,4.0,18.27,-4.0
29,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,28,2.056,0.0134,0.032,0.0525,0.334,0.4327,0.1354,1500.62,1507.93,-4.33,21.52,-8.0
30,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,26,1.847,0.0074,0.0196,0.057,0.2552,0.5855,0.0754,1499.23,1501.67,-3.83,16.89,-6.0
31,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,32,1.722,0.0103,0.0202,0.0658,0.1712,0.6356,0.0969,1501.02,1505.61,5.17,20.71,-12.0
32,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,29,1.542,0.0095,0.0131,0.034,0.2185,0.5302,0.1948,1496.96,1496.39,-3.5,20.38,-9.0
33,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,30,1.449,0.0089,0.0118,0.0255,0.2092,0.5216,0.2228,1497.07,1498.99,1.83,18.27,-10.0
34,Austin Hill,33,Richard Childress Racing,Richard Childress Racing,Chevrolet,33,1.408,0.0075,0.0115,0.0253,0.2119,0.4901,0.2536,1498.36,1500.0,0.0,20.31,-13.0
35,Corey Heim,67,23XI Racing,23XI Racing,Toyota,38,1.332,0.0102,0.0123,0.0583,0.1107,0.5203,0.2883,1498.68,1497.38,5.0,19.21,-18.0
36,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,36,1.308,0.0064,0.019,0.03,0.0709,0.7478,0.1258,1496.01,1501.89,4.17,18.27,-16.0
37,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,37,1.247,0.0083,0.0154,0.0241,0.0963,0.6463,0.2096,1495.09,1504.48,-0.67,19.36,-17.0
38,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,34,1.099,0.0041,0.0062,0.0106,0.0646,0.7684,0.1462,1497.62,1497.15,3.67,14.0,-14.0
39,Chad Finchum,66,Garage 66,Garage 66,Ford,39,0.87,0.0057,0.0092,0.012,0.0332,0.5891,0.3508,1494.91,1492.74,2.0,6.22,-19.0
