ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
25,Ryan Preece,60,RFK Racing,RFK Racing,Ford,19,2.933,0.0466,0.106,0.1436,0.281,0.164,0.2588,1510.49,1505.45,-14.0,26.01,2.0
26,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,14,2.87,0.0244,0.1282,0.1299,0.2837,0.2271,0.2066,1511.86,1494.04,-14.83,17.18,7.0
27,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,16,2.861,0.0988,0.064,0.112,0.2218,0.1996,0.3038,1504.24,1490.41,9.67,18.11,5.0
28,Daniel Suarez,7,Spire Motorsports,Spire Motorsports,Chevrolet,15,2.794,0.0706,0.0657,0.1181,0.2656,0.2409,0.2392,1504.28,1506.34,8.17,22.54,6.0
29,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,6,2.627,0.0318,0.0785,0.1506,0.2838,0.1553,0.3,1497.82,1509.95,13.67,20.19,15.0
30,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,24,2.413,0.0584,0.025,0.1369,0.2635,0.1787,0.3375,1505.52,1492.33,12.0,20.32,-3.0
31,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,25,2.239,0.0197,0.0413,0.0725,0.3828,0.2421,0.2416,1498.99,1491.71,-0.67,18.06,-4.0
32,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,30,2.227,0.0107,0.0691,0.1147,0.2303,0.3721,0.2031,1496.75,1508.8,2.33,18.06,-9.0
33,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,28,2.085,0.0176,0.0174,0.0824,0.3766,0.2458,0.2602,1501.1,1494.03,-2.17,20.54,-7.0
34,Connor Zilisch,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,32,2.084,0.0178,0.0461,0.1041,0.2429,0.3334,0.2556,1509.03,1500.0,0.0,22.54,-11.0
35,Jimmie Johnson,84,Legacy Motor Club,Legacy Motor Club,Toyota,31,2.039,0.0259,0.0393,0.0891,0.2402,0.3389,0.2666,1492.63,1511.79,1.5,20.32,-10.0
36,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,35,2.02,0.0533,0.0272,0.063,0.2293,0.2934,0.3337,1491.12,1490.35,-3.67,18.05,-14.0
37,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,34,1.908,0.0208,0.0252,0.0807,0.2742,0.2968,0.3023,1493.48,1501.32,4.33,18.05,-13.0
38,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Chevrolet,33,1.784,0.0452,0.021,0.052,0.1891,0.3566,0.336,1497.11,1495.11,12.5,13.04,-12.0
39,Corey Heim,67,23XI Racing,23XI Racing,Toyota,29,1.738,0.0128,0.0244,0.0818,0.2317,0.3353,0.314,1512.38,1500.0,0.0,19.6,-8.0
40,B.J. McLeod,78,Live Fast Motorsports,Live Fast Motorsports,Chevrolet,38,1.736,0.0105,0.023,0.0936,0.1766,0.472,0.2242,1499.06,1497.74,10.33,11.91,-17.0
41,Casey Mears,66,Garage 66,Garage 66,Ford,17,1.577,0.0174,0.034,0.0788,0.08,0.5309,0.2588,1493.2,1503.12,16.0,8.35,4.0
