ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
11,Kyle Larson,5,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,15,4.35,0.0833,0.2617,0.1635,0.2399,0.1472,0.1044,1495.73,1514.79,-14.83,25.01,4.0
12,Ryan Blaney,12,Team Penske,Team Penske,Ford,4,4.335,0.0685,0.2426,0.2552,0.1578,0.2017,0.0742,1511.04,1506.22,-3.5,24.0,15.0
13,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,10,4.235,0.0655,0.2538,0.1648,0.2746,0.1554,0.0859,1498.61,1507.95,5.33,25.01,9.0
14,Alex Bowman,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,16,4.099,0.1979,0.0766,0.1505,0.1938,0.2489,0.1322,1501.7,1504.41,4.0,25.01,3.0
15,Ryan Preece,60,RFK Racing,RFK Racing,Ford,29,3.458,0.0741,0.123,0.1381,0.3037,0.2539,0.1072,1511.84,1511.6,2.83,26.99,-10.0
16,Joey Logano,22,Team Penske,Team Penske,Ford,20,3.34,0.0685,0.1094,0.1276,0.31,0.3203,0.0641,1505.06,1502.52,-0.83,24.0,-1.0
17,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,26,3.241,0.062,0.078,0.1553,0.3288,0.3116,0.0642,1505.73,1493.39,-4.0,26.99,-7.0
18,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,30,3.188,0.0481,0.0989,0.19,0.2547,0.3003,0.1079,1494.06,1494.43,-6.33,20.5,-11.0
19,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,12,3.157,0.0208,0.067,0.2415,0.3776,0.1399,0.1532,1514.66,1497.5,-12.17,20.71,7.0
20,Denny Hamlin,11,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,19,3.037,0.0475,0.0967,0.1483,0.2737,0.323,0.1109,1508.51,1500.97,2.33,26.94,0.0
21,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,11,2.878,0.0239,0.0777,0.1512,0.3504,0.2878,0.109,1511.61,1500.81,-1.17,18.15,8.0
22,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,17,2.817,0.0224,0.0771,0.1702,0.2856,0.3456,0.0991,1500.43,1504.97,-1.17,18.15,2.0
23,Daniel Suarez,7,Spire Motorsports,Spire Motorsports,Chevrolet,23,2.812,0.032,0.0827,0.1397,0.3191,0.2565,0.17,1513.03,1511.39,-3.5,22.08,-4.0
24,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,24,2.535,0.0148,0.0572,0.1504,0.3051,0.3193,0.1531,1511.46,1505.88,2.0,21.64,-5.0
25,Cole Custer,41,Haas Factory Team,Haas Factory Team,Chevrolet,18,2.318,0.017,0.0502,0.0658,0.3888,0.3009,0.1773,1502.84,1501.82,2.0,17.45,1.0
26,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,22,2.248,0.0072,0.0371,0.1285,0.3117,0.339,0.1764,1492.44,1506.32,1.5,17.19,-3.0
27,Connor Zilisch,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,25,2.156,0.0114,0.0588,0.0297,0.3748,0.3569,0.1683,1496.99,1491.63,-23.0,22.34,-6.0
28,Austin Cindric,2,Team Penske,Team Penske,Ford,28,2.064,0.0126,0.0276,0.0712,0.3095,0.4606,0.1185,1499.01,1492.73,-2.17,24.0,-9.0
29,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,21,2.051,0.0109,0.0403,0.0476,0.3457,0.3842,0.1712,1506.01,1498.85,2.83,18.26,-2.0
30,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,34,1.846,0.0144,0.0295,0.0768,0.1999,0.5108,0.1686,1492.97,1503.65,5.0,18.32,-15.0
31,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,31,1.812,0.0108,0.0266,0.0536,0.2648,0.4552,0.1889,1505.55,1499.53,7.33,20.39,-12.0
32,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,32,1.778,0.0102,0.0212,0.0684,0.2595,0.4075,0.2332,1495.07,1491.55,-0.5,21.64,-13.0
33,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,33,1.718,0.0086,0.0173,0.0863,0.1803,0.5391,0.1685,1498.02,1495.63,-2.33,20.5,-14.0
34,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,36,1.705,0.011,0.0238,0.0901,0.1483,0.5324,0.1944,1501.76,1495.67,6.17,20.39,-17.0
35,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,35,1.518,0.006,0.0188,0.0684,0.1055,0.6675,0.1338,1507.76,1497.5,3.17,18.15,-16.0
36,Jesse Love,33,Richard Childress Racing,Richard Childress Racing,Chevrolet,27,1.505,0.0109,0.0153,0.0453,0.2108,0.4302,0.2875,1495.65,1500.0,0.0,18.73,-8.0
37,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Chevrolet,37,1.123,0.0045,0.0075,0.023,0.0789,0.6743,0.2118,1499.61,1494.73,4.33,13.06,-18.0
