ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
19,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,8,3.416,0.0686,0.0604,0.2255,0.3383,0.164,0.1431,1511.1,1494.77,-4.5,19.41,12.0
20,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,16,3.384,0.0505,0.104,0.1955,0.3312,0.1807,0.1382,1514.29,1508.53,-1.5,24.02,4.0
21,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,19,3.128,0.018,0.1555,0.1153,0.3393,0.2656,0.1062,1499.49,1507.32,-11.33,20.68,1.0
22,Austin Cindric,2,Team Penske,Team Penske,Ford,13,3.056,0.0226,0.0502,0.2283,0.3718,0.2208,0.1062,1508.59,1495.95,0.5,23.59,7.0
23,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,15,2.861,0.0275,0.066,0.1477,0.3642,0.2937,0.101,1512.2,1498.8,3.83,21.8,5.0
24,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,25,2.678,0.0178,0.0634,0.1479,0.33,0.3256,0.1152,1509.42,1501.28,-7.33,21.88,-5.0
25,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,30,2.489,0.0197,0.0623,0.119,0.2762,0.4321,0.0907,1505.74,1496.72,8.67,18.75,-10.0
26,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,23,2.461,0.0158,0.0721,0.107,0.3037,0.3513,0.15,1500.78,1504.75,6.67,19.41,-3.0
27,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,33,2.15,0.0189,0.0239,0.137,0.2557,0.3411,0.2234,1491.79,1498.63,-0.83,18.15,-13.0
28,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,32,2.035,0.0089,0.038,0.107,0.2173,0.4928,0.1361,1492.62,1505.63,5.67,18.76,-12.0
29,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,24,1.988,0.0066,0.0494,0.0698,0.2355,0.5213,0.1175,1507.93,1507.53,3.83,16.65,-4.0
30,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,31,1.913,0.0196,0.0253,0.0839,0.2203,0.4604,0.1906,1499.26,1500.07,2.17,16.57,-11.0
31,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,29,1.862,0.0111,0.0221,0.0734,0.2591,0.4523,0.182,1505.54,1496.41,1.5,18.75,-9.0
32,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,28,1.76,0.0113,0.028,0.062,0.2255,0.4645,0.2087,1496.89,1499.47,1.75,21.8,-8.0
33,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,27,1.739,0.0072,0.0261,0.0474,0.2461,0.5094,0.1639,1493.04,1501.46,-0.33,18.15,-7.0
34,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,34,1.471,0.0092,0.0137,0.0403,0.1811,0.5383,0.2174,1494.31,1494.15,1.5,19.43,-14.0
35,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,36,1.336,0.0046,0.0069,0.0216,0.1505,0.6822,0.1342,1494.6,1492.85,6.17,14.1,-16.0
36,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,35,1.335,0.008,0.0142,0.046,0.0999,0.6258,0.2062,1497.44,1491.47,0.33,18.15,-15.0
37,Katherine Legge,78,Live Fast Motorsports,Live Fast Motorsports,Chevrolet,37,1.139,0.0059,0.0105,0.0397,0.0809,0.5651,0.2979,1506.17,1495.52,8.33,11.82,-17.0
38,Josh Bilicki,66,Garage 66,Garage 66,Ford,39,1.104,0.0066,0.0143,0.0198,0.0601,0.6591,0.2401,1494.03,1502.29,6.67,6.72,-19.0
39,J.J. Yeley,44,NY Racing Team,NY Racing Team,Chevrolet,38,0.95,0.0061,0.0105,0.0145,0.0318,0.6471,0.29,1493.1,1496.89,-0.33,7.95,-18.0
