ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
24,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,23,2.558,0.024,0.0343,0.1009,0.4133,0.3346,0.093,1510.79,1491.56,-11.0,18.45,-4.0
25,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,15,2.31,0.0156,0.0433,0.0757,0.3604,0.3915,0.1135,1506.21,1496.14,2.0,20.16,4.0
26,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,22,2.296,0.0147,0.039,0.0725,0.3962,0.3254,0.1523,1501.73,1500.8,0.17,21.82,-3.0
27,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,29,2.27,0.0318,0.0646,0.0915,0.1879,0.4788,0.1454,1508.71,1512.45,6.5,20.38,-10.0
28,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,21,2.234,0.0133,0.0353,0.0933,0.3391,0.3702,0.1488,1498.31,1504.15,2.0,18.18,-2.0
29,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,24,2.089,0.0083,0.022,0.0712,0.3417,0.4713,0.0855,1494.95,1496.48,1.67,17.7,-5.0
30,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,30,1.664,0.008,0.0317,0.043,0.1708,0.6343,0.1121,1503.09,1501.47,8.33,17.7,-11.0
31,Austin Hill,33,Richard Childress Racing,Richard Childress Racing,Chevrolet,27,1.64,0.0096,0.0157,0.057,0.2407,0.427,0.25,1502.08,1500.62,8.0,20.38,-8.0
32,Cole Custer,41,Haas Factory Team,Haas Factory Team,Chevrolet,36,1.529,0.0089,0.0203,0.0676,0.1093,0.6325,0.1615,1497.52,1499.53,-2.67,17.31,-17.0
33,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,32,1.517,0.0086,0.0157,0.0348,0.2059,0.5291,0.2059,1494.44,1505.72,-0.17,20.16,-13.0
34,Anthony Alfredo,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,31,1.443,0.0076,0.0105,0.0173,0.235,0.5026,0.227,1503.58,1493.53,0.67,18.55,-12.0
35,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,35,1.391,0.0064,0.0142,0.0493,0.0921,0.7046,0.1334,1502.42,1498.16,2.83,17.7,-16.0
36,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,33,1.341,0.0065,0.0162,0.0203,0.1368,0.6503,0.1699,1506.0,1492.97,0.5,18.45,-14.0
37,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Chevrolet,34,0.995,0.0042,0.0065,0.0181,0.0671,0.6158,0.2883,1496.95,1496.38,4.0,12.96,-15.0
