ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
11,Joey Logano,22,Team Penske,Team Penske,Ford,8,4.105,0.0674,0.2123,0.2075,0.2188,0.251,0.043,1510.93,1501.42,-0.5,22.86,11.0
12,Chris Buescher,17,RFK Racing,RFK Racing,Ford,12,3.943,0.098,0.0863,0.2272,0.354,0.1608,0.0737,1505.24,1500.31,0.5,23.2,7.0
13,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,18,3.932,0.1577,0.0694,0.1509,0.2917,0.2397,0.0906,1507.49,1494.33,4.67,21.41,1.0
14,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,10,3.826,0.065,0.0999,0.2641,0.3201,0.1962,0.0548,1508.44,1506.44,1.0,21.65,9.0
15,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,14,3.765,0.0965,0.0703,0.2255,0.333,0.1819,0.0928,1506.89,1509.79,-2.17,16.85,5.0
16,Ryan Blaney,12,Team Penske,Team Penske,Ford,31,3.726,0.1028,0.0672,0.3162,0.158,0.1723,0.1835,1493.25,1513.24,8.17,22.86,-12.0
17,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,19,3.643,0.0719,0.1264,0.1572,0.3654,0.1573,0.1219,1500.73,1511.38,8.67,21.41,0.0
18,Ryan Preece,60,RFK Racing,RFK Racing,Ford,11,3.606,0.0546,0.1235,0.1855,0.3448,0.2329,0.0586,1508.93,1502.83,5.5,23.2,8.0
19,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,6,3.386,0.033,0.1342,0.202,0.3163,0.1577,0.1568,1514.92,1492.97,3.0,21.41,13.0
20,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,7,3.325,0.0162,0.0994,0.2046,0.424,0.1721,0.0836,1513.0,1497.4,-6.5,19.34,12.0
21,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,17,3.151,0.0329,0.1052,0.1554,0.3646,0.2151,0.1268,1503.76,1509.25,-5.33,18.94,2.0
22,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,23,3.14,0.0463,0.0523,0.239,0.2816,0.2717,0.1091,1502.62,1509.21,6.17,21.65,-4.0
23,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,20,2.881,0.0231,0.0737,0.1751,0.3244,0.2859,0.1179,1504.99,1508.05,-6.17,19.34,-1.0
24,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,22,2.603,0.0224,0.0434,0.1187,0.3816,0.3365,0.0974,1498.52,1503.76,4.83,21.7,-3.0
25,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,27,2.43,0.0202,0.0541,0.122,0.277,0.4084,0.1183,1495.96,1499.03,-2.83,18.3,-8.0
26,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,24,2.175,0.0118,0.0156,0.0794,0.384,0.3996,0.1096,1501.75,1494.75,1.83,18.82,-5.0
27,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,29,2.084,0.0133,0.0233,0.1382,0.2169,0.4456,0.1627,1500.31,1499.06,-5.5,16.65,-10.0
28,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,33,2.032,0.014,0.048,0.0698,0.2296,0.5178,0.1207,1494.74,1508.45,-6.17,19.34,-14.0
29,Austin Cindric,2,Team Penske,Team Penske,Ford,26,2.025,0.0076,0.0312,0.0611,0.3004,0.5241,0.0756,1496.03,1504.71,2.33,22.86,-7.0
30,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,21,1.987,0.0136,0.0309,0.0681,0.2896,0.4259,0.172,1505.03,1495.48,4.33,18.94,-2.0
31,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,28,1.781,0.013,0.0237,0.056,0.231,0.5125,0.1639,1497.46,1501.97,1.33,18.3,-9.0
32,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,32,1.7,0.011,0.0188,0.0618,0.2034,0.5392,0.1657,1500.18,1499.0,-4.25,21.7,-13.0
33,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,30,1.636,0.0102,0.0133,0.0484,0.187,0.6381,0.1031,1498.15,1498.27,5.33,18.82,-11.0
34,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,34,1.491,0.0078,0.0189,0.0541,0.1396,0.5913,0.1883,1493.9,1500.64,0.67,20.75,-15.0
35,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,36,1.25,0.0061,0.0114,0.0341,0.0874,0.677,0.184,1491.49,1502.98,6.17,18.82,-17.0
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,35,1.074,0.0044,0.0063,0.0131,0.0676,0.7187,0.19,1493.93,1494.47,3.0,14.48,-16.0
37,J.J. Yeley,44,NY Racing Team,NY Racing Team,Chevrolet,37,0.796,0.0047,0.008,0.0107,0.025,0.5654,0.3863,1495.06,1495.77,1.83,8.0,-18.0
