ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
1,Denny Hamlin,11,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,1,7.332,0.5447,0.1375,0.1335,0.0712,0.0414,0.0717,1501.68,1514.4,5.17,27.95,18.5
2,Chase Briscoe,19,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,2,6.908,0.3937,0.2821,0.1337,0.0878,0.0645,0.0382,1507.17,1512.35,-6.33,27.95,17.5
3,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,5,6.098,0.3421,0.2163,0.1639,0.1034,0.0341,0.1403,1509.47,1508.59,-6.33,25.76,14.5
4,Christopher Bell,20,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,3,5.632,0.2795,0.1563,0.2674,0.1113,0.071,0.1144,1514.35,1513.59,-3.5,27.95,16.5
5,Kyle Larson,5,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,6,5.347,0.187,0.2449,0.2682,0.131,0.0291,0.1398,1515.47,1511.41,-0.83,25.76,13.5
6,Chase Elliott,9,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,4,5.137,0.2462,0.1988,0.1815,0.0801,0.1353,0.1581,1511.67,1515.54,11.17,25.76,15.5
7,Joey Logano,22,Team Penske,Team Penske,Ford,9,4.42,0.1055,0.2451,0.133,0.2822,0.1377,0.0964,1504.12,1502.23,-6.67,24.19,10.5
8,Ryan Blaney,12,Team Penske,Team Penske,Ford,14,4.269,0.0742,0.2391,0.2003,0.2405,0.1304,0.1155,1508.78,1499.2,0.83,24.19,5.5
9,Tyler Reddick,45,23XI Racing,23XI Racing,Toyota,8,4.184,0.0827,0.1435,0.2837,0.2795,0.0949,0.1157,1510.14,1509.94,-5.33,20.59,11.5
10,Chris Buescher,17,RFK Racing,RFK Racing,Ford,11,4.096,0.1347,0.1037,0.2051,0.2983,0.1031,0.1552,1514.29,1505.25,0.33,24.91,8.5
11,Ty Gibbs,54,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,10,4.02,0.0369,0.2221,0.2452,0.236,0.1632,0.0966,1508.72,1499.09,-5.5,27.95,9.5
12,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,34,3.894,0.0603,0.1839,0.2215,0.2366,0.1864,0.1113,1492.88,1509.56,10.67,24.91,-14.5
13,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,15,3.65,0.0691,0.1564,0.1206,0.3688,0.1555,0.1297,1502.13,1507.79,-6.17,22.15,4.5
14,Austin Cindric,2,Team Penske,Team Penske,Ford,31,3.642,0.0299,0.1623,0.1807,0.381,0.16,0.0861,1492.26,1495.65,-7.67,24.19,-11.5
15,Alex Bowman,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,12,3.602,0.0754,0.1032,0.2066,0.3094,0.1647,0.1408,1504.34,1497.59,3.0,25.76,7.5
16,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,7,3.513,0.106,0.1072,0.199,0.1919,0.1313,0.2646,1506.66,1511.91,1.83,20.59,12.5
17,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,13,3.228,0.0286,0.1241,0.1558,0.3821,0.1484,0.161,1515.86,1509.02,-1.67,22.15,6.5
18,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,17,3.124,0.0357,0.0926,0.1468,0.4053,0.168,0.1516,1511.88,1503.82,-1.33,22.15,2.5
19,Ryan Preece,60,RFK Racing,RFK Racing,Ford,16,3.039,0.0391,0.0775,0.1598,0.3609,0.2246,0.1381,1512.1,1498.47,6.17,24.91,3.5
20,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,18,2.761,0.0198,0.0729,0.1407,0.3707,0.2375,0.1584,1513.05,1506.08,2.0,20.19,1.5
21,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,19,2.754,0.0207,0.0733,0.1288,0.3531,0.3301,0.094,1496.46,1503.83,-1.5,20.43,0.5
22,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,22,2.547,0.0179,0.0591,0.0963,0.4032,0.2622,0.1612,1496.69,1495.81,1.5,20.19,-2.5
23,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,25,2.499,0.0105,0.0542,0.0833,0.4304,0.3062,0.1154,1495.79,1497.12,-10.33,20.11,-5.5
24,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,20,2.361,0.0373,0.0397,0.1067,0.3199,0.2166,0.2798,1510.48,1491.37,0.33,19.07,-0.5
25,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,26,2.34,0.027,0.0281,0.1224,0.3235,0.2918,0.2073,1498.98,1493.7,8.0,20.43,-6.5
26,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,27,2.29,0.0219,0.029,0.1324,0.284,0.3542,0.1784,1499.3,1503.8,2.0,20.19,-7.5
27,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,23,2.183,0.0076,0.0326,0.082,0.3495,0.4202,0.1081,1500.18,1495.32,-4.67,18.21,-3.5
28,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,32,2.052,0.0097,0.0273,0.11,0.2529,0.4555,0.1446,1493.86,1502.31,4.33,20.11,-12.5
29,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,21,2.018,0.0085,0.0388,0.0565,0.297,0.4878,0.1114,1502.25,1502.4,-2.83,16.81,-1.5
30,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,29,1.959,0.0071,0.0223,0.0535,0.3286,0.4784,0.1101,1506.15,1492.88,-15.17,16.49,-9.5
31,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,30,1.838,0.0081,0.0535,0.0477,0.1853,0.5881,0.1173,1505.01,1507.75,3.0,18.21,-10.5
32,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,24,1.798,0.0115,0.0163,0.055,0.2979,0.3996,0.2197,1503.97,1492.41,5.0,18.25,-4.5
33,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,35,1.745,0.009,0.0386,0.0688,0.173,0.5216,0.1889,1498.71,1506.66,2.67,19.07,-15.5
34,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,28,1.717,0.0078,0.0218,0.0532,0.2196,0.5612,0.1365,1498.16,1500.14,-2.33,18.21,-8.5
35,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,33,1.646,0.0088,0.0162,0.0592,0.1974,0.5572,0.1614,1491.63,1500.22,0.0,20.59,-13.5
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,36,1.229,0.0055,0.007,0.0137,0.1036,0.7453,0.1249,1494.17,1490.08,5.5,13.41,-16.5
37,Katherine Legge,78,Live Fast Motorsports,Live Fast Motorsports,Chevrolet,38,1.207,0.0068,0.0126,0.0294,0.0917,0.6287,0.2308,1493.03,1504.32,21.0,11.89,-18.5
38,J.J. Yeley,44,NY Racing Team,NY Racing Team,Chevrolet,37,0.898,0.0049,0.0089,0.0103,0.0314,0.6401,0.3043,1493.31,1492.5,1.5,7.81,-17.5
