ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
13,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,2,3.528,0.0264,0.1893,0.1371,0.3285,0.2674,0.0513,1500.13,1501.92,3.5,22.38,18.0
14,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,11,3.466,0.0803,0.0889,0.1399,0.372,0.2258,0.0931,1494.47,1494.87,-3.83,16.1,9.0
15,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,22,3.368,0.078,0.1222,0.1556,0.2432,0.2252,0.1759,1502.5,1515.22,5.0,25.11,-2.0
16,Ryan Preece,60,RFK Racing,RFK Racing,Ford,29,3.328,0.0669,0.0711,0.2119,0.2809,0.2588,0.1104,1499.38,1511.74,4.17,24.8,-9.0
17,Joey Logano,22,Team Penske,Team Penske,Ford,38,3.285,0.0571,0.1116,0.2098,0.1771,0.3534,0.0911,1507.48,1510.93,-4.5,24.09,-18.0
18,Chris Buescher,17,RFK Racing,RFK Racing,Ford,24,3.238,0.0428,0.0866,0.1855,0.3352,0.2703,0.0795,1512.24,1499.69,-1.17,24.8,-4.0
19,Austin Cindric,2,Team Penske,Team Penske,Ford,21,3.231,0.036,0.0796,0.1973,0.3751,0.2029,0.1093,1508.53,1490.93,0.67,24.09,-1.0
20,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,8,3.222,0.0601,0.0507,0.1743,0.379,0.2573,0.0785,1504.52,1500.63,-4.0,18.36,12.0
21,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,10,3.08,0.0177,0.0604,0.2236,0.3756,0.2349,0.0878,1501.14,1498.77,-4.17,20.85,10.0
22,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,9,3.004,0.0164,0.0525,0.1757,0.4543,0.2308,0.0702,1495.12,1503.6,-4.0,20.85,11.0
23,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,15,2.831,0.0231,0.0759,0.1196,0.3825,0.3235,0.0754,1509.31,1504.7,0.83,20.09,5.0
24,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,23,2.809,0.0317,0.1039,0.1219,0.2557,0.3875,0.0992,1506.69,1501.77,8.17,22.54,-3.0
25,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,17,2.796,0.0631,0.0406,0.1168,0.3132,0.3568,0.1096,1500.61,1504.38,5.83,20.09,3.0
26,Jesse Love,33,Richard Childress Racing,Richard Childress Racing,Chevrolet,19,2.776,0.0682,0.046,0.0918,0.3541,0.2503,0.1897,1500.0,1500.0,0.0,20.09,1.0
27,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,25,2.58,0.0174,0.052,0.1442,0.3555,0.2552,0.1759,1495.08,1495.82,-4.67,25.11,-5.0
28,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,12,2.526,0.0137,0.0597,0.1411,0.2961,0.3775,0.1119,1506.7,1506.1,8.5,18.36,8.0
29,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,18,2.417,0.0132,0.0649,0.0819,0.3224,0.4542,0.0634,1507.76,1505.18,6.33,20.41,2.0
30,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,30,2.132,0.0145,0.0394,0.1182,0.1878,0.5557,0.0842,1507.76,1509.15,3.67,20.41,-10.0
31,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,35,2.076,0.0211,0.0739,0.0701,0.1477,0.5543,0.133,1512.45,1511.66,6.83,22.54,-15.0
32,Corey LaJoie,01,Rick Ware Racing,Rick Ware Racing,Ford,37,1.79,0.0263,0.0219,0.0585,0.2254,0.4048,0.2631,1492.21,1496.77,-7.33,15.1,-17.0
33,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,32,1.668,0.011,0.0207,0.0451,0.1822,0.641,0.1,1497.79,1500.12,0.17,16.16,-12.0
34,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,31,1.63,0.0087,0.0135,0.0418,0.201,0.6367,0.0984,1504.56,1498.64,4.17,20.41,-11.0
35,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,28,1.519,0.0105,0.0136,0.0519,0.128,0.6747,0.1213,1505.16,1491.42,-3.5,16.16,-8.0
36,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,33,1.393,0.0055,0.0062,0.0209,0.179,0.6538,0.1347,1502.49,1495.24,-5.67,13.38,-13.0
37,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,36,1.345,0.0107,0.0242,0.0423,0.0937,0.5755,0.2535,1504.22,1495.33,4.67,22.54,-16.0
38,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,34,1.187,0.0045,0.0062,0.0246,0.0692,0.7678,0.1277,1499.17,1497.49,4.67,15.1,-14.0
39,Josh Bilicki,66,Garage 66,Garage 66,Ford,39,0.83,0.0047,0.0069,0.0095,0.0182,0.6323,0.3284,1492.36,1491.46,1.33,5.77,-19.0
