ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
1,Christopher Bell,20,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,8,4.53,0.0903,0.3587,0.1889,0.1237,0.1949,0.0435,1492.63,1513.29,6.5,27.12,11.5
2,Shane van Gisbergen,97,Trackhouse Racing,Trackhouse Racing,Chevrolet,1,4.37,0.1534,0.171,0.2054,0.1285,0.1926,0.1491,1506.44,1513.82,2.17,20.89,18.5
3,Chase Briscoe,19,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,9,4.261,0.0746,0.2857,0.1236,0.2195,0.2374,0.0592,1502.56,1491.66,-8.0,27.12,10.5
4,Ryan Blaney,12,Team Penske,Team Penske,Ford,7,4.18,0.0832,0.1876,0.2344,0.2186,0.2012,0.075,1508.86,1510.03,-5.17,24.96,12.5
5,Kyle Larson,5,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,23,4.165,0.039,0.2753,0.1971,0.2325,0.1786,0.0775,1494.74,1511.26,-9.17,25.59,-3.5
6,Tyler Reddick,45,23XI Racing,23XI Racing,Toyota,15,3.915,0.0686,0.2259,0.1663,0.1932,0.2256,0.1204,1514.0,1514.5,1.33,22.99,4.5
7,Austin Cindric,2,Team Penske,Team Penske,Ford,3,3.763,0.0378,0.1621,0.2617,0.2443,0.2058,0.0884,1506.43,1494.83,-4.67,24.96,16.5
8,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,2,3.734,0.0957,0.1815,0.2206,0.172,0.2124,0.1178,1498.5,1511.42,-5.0,22.38,17.5
9,Joey Logano,22,Team Penske,Team Penske,Ford,6,3.708,0.0487,0.0677,0.38,0.2166,0.1986,0.0884,1492.35,1505.75,0.17,24.96,13.5
10,Chris Buescher,17,RFK Racing,RFK Racing,Ford,14,3.684,0.0366,0.1715,0.1953,0.3087,0.2342,0.0539,1513.45,1499.85,-1.0,27.36,5.5
11,Ty Gibbs,54,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,10,3.612,0.0517,0.2186,0.2024,0.2048,0.253,0.0695,1493.71,1512.61,-4.0,27.12,9.5
12,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,11,3.528,0.0149,0.1487,0.1879,0.4048,0.1742,0.0695,1511.95,1495.58,-13.83,22.38,8.5
13,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,4,3.38,0.0458,0.217,0.1906,0.1813,0.2,0.1652,1499.89,1492.8,-11.83,20.89,15.5
14,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,13,2.875,0.0203,0.0813,0.1775,0.4272,0.1837,0.11,1511.53,1507.15,2.67,25.59,6.5
15,Denny Hamlin,11,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,20,2.832,0.0255,0.1274,0.1286,0.3325,0.2916,0.0944,1516.02,1509.46,3.17,27.12,-0.5
16,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,26,2.825,0.0135,0.0773,0.2236,0.3382,0.2613,0.086,1508.67,1502.68,-4.83,27.36,-6.5
17,Ryan Preece,60,RFK Racing,RFK Racing,Ford,30,2.737,0.0214,0.051,0.1622,0.3439,0.3123,0.1092,1508.68,1503.54,5.5,27.36,-10.5
18,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,21,2.593,0.0185,0.0972,0.1617,0.2567,0.3755,0.0905,1504.56,1508.28,-3.83,19.9,-1.5
19,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,18,2.568,0.016,0.0964,0.1348,0.3283,0.2976,0.1268,1511.1,1509.05,7.17,22.99,1.5
20,Chase Elliott,9,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,27,2.496,0.0231,0.0609,0.1505,0.335,0.2977,0.1326,1516.55,1511.27,6.83,25.59,-7.5
21,Connor Zilisch,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,5,2.441,0.0223,0.052,0.1324,0.2612,0.412,0.12,1506.51,1506.18,-6.0,20.89,14.5
22,Alex Bowman,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,28,2.405,0.0196,0.0935,0.1232,0.2794,0.3096,0.1747,1514.32,1492.55,-1.33,25.59,-8.5
23,A. J. Allmendinger,,,,,12,2.395,0.0132,0.0642,0.1361,0.3562,0.2735,0.1569,1500.0,1500.0,0.0,21.0,7.5
24,Daniel Suárez,,,,,16,2.293,0.013,0.0599,0.1102,0.3647,0.2985,0.1537,1500.0,1500.0,0.0,21.0,3.5
25,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,17,2.141,0.0098,0.0291,0.0805,0.3336,0.4287,0.1183,1503.0,1505.44,7.83,20.04,2.5
26,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,22,1.99,0.009,0.0376,0.068,0.3473,0.4276,0.1105,1495.38,1502.27,-1.83,18.51,-2.5
27,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,24,1.933,0.0094,0.0398,0.0694,0.3158,0.4344,0.1312,1509.28,1493.13,5.67,20.04,-4.5
