ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
25,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,24,2.59,0.0123,0.0387,0.1526,0.3796,0.2943,0.1225,1494.57,1499.06,-2.67,21.41,-5.0
26,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,14,2.223,0.0128,0.0352,0.0799,0.3586,0.3728,0.1407,1506.16,1494.81,-0.5,18.19,5.0
27,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,29,2.218,0.0112,0.0268,0.1172,0.3208,0.3705,0.1536,1496.52,1500.32,1.67,20.76,-10.0
28,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,18,2.201,0.0207,0.034,0.0687,0.3605,0.3309,0.1853,1500.63,1502.38,9.5,18.53,1.0
29,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,30,2.183,0.0118,0.0291,0.1392,0.2677,0.3626,0.1897,1491.91,1491.17,0.0,21.41,-11.0
30,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,20,2.113,0.0131,0.0409,0.0583,0.3536,0.3441,0.1901,1503.15,1499.34,3.33,18.91,-1.0
31,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,28,2.025,0.0109,0.0252,0.0801,0.2794,0.5008,0.1035,1498.17,1492.64,-3.67,18.19,-9.0
32,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,23,1.942,0.0089,0.0201,0.0687,0.2894,0.4998,0.113,1504.37,1493.78,1.17,18.19,-4.0
33,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,27,1.813,0.0059,0.0206,0.0731,0.21,0.6149,0.0756,1500.93,1497.74,-5.83,16.6,-8.0
34,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,32,1.607,0.0074,0.0125,0.0343,0.2493,0.526,0.1706,1501.62,1494.89,-0.17,20.68,-13.0
35,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,33,1.482,0.0076,0.0145,0.0398,0.1543,0.6419,0.1418,1496.72,1492.69,-1.67,18.91,-14.0
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,34,1.232,0.0045,0.0081,0.0251,0.132,0.6088,0.2216,1495.47,1495.38,7.67,13.59,-15.0
37,J.J. Yeley,44,NY Racing Team,NY Racing Team,Chevrolet,36,1.009,0.0044,0.0094,0.0111,0.035,0.7384,0.2016,1491.95,1493.81,1.0,7.84,-17.0
