ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
18,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,8,3.099,0.0315,0.0705,0.1622,0.3486,0.2702,0.117,1502.51,1501.9,-0.5,20.45,10.5
19,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,14,2.868,0.0159,0.0847,0.1061,0.3241,0.2611,0.2081,1493.59,1492.5,-3.5,22.44,4.5
20,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,10,2.642,0.0159,0.0542,0.1604,0.3608,0.2862,0.1225,1500.74,1499.35,-4.33,20.45,8.5
21,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,24,2.627,0.0145,0.0551,0.1289,0.3096,0.3252,0.1667,1509.5,1508.6,0.0,20.09,-5.5
22,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,20,2.623,0.0217,0.0973,0.1185,0.3048,0.3372,0.1205,1503.42,1502.63,4.5,21.35,-1.5
23,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,18,2.6,0.0118,0.0889,0.0841,0.3824,0.3105,0.1224,1497.49,1496.48,-7.17,17.9,0.5
24,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,25,2.501,0.0219,0.0594,0.1438,0.3129,0.3492,0.1129,1506.59,1505.18,-0.5,21.45,-6.5
25,Justin Allgaier,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,15,2.475,0.0152,0.1098,0.0588,0.4001,0.2762,0.14,1500.79,1500.57,-9.2,19.32,3.5
26,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,21,2.443,0.0305,0.0291,0.139,0.3514,0.254,0.1962,1498.93,1498.07,1.33,20.09,-2.5
27,Shane van Gisbergen,97,Trackhouse Racing,Trackhouse Racing,Chevrolet,33,2.425,0.0117,0.0674,0.1493,0.1891,0.4786,0.1039,1508.05,1507.06,1.33,21.45,-14.5
28,Connor Zilisch,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,32,2.422,0.0181,0.0444,0.123,0.2571,0.3925,0.1649,1504.92,1503.28,8.6,21.45,-13.5
29,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,19,2.347,0.0181,0.0465,0.0853,0.3297,0.3949,0.1255,1502.49,1501.94,-5.5,17.64,-0.5
30,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,26,2.118,0.0107,0.045,0.0608,0.289,0.4972,0.0973,1505.76,1505.06,-9.83,17.25,-7.5
31,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,27,1.931,0.017,0.0238,0.1065,0.2876,0.3676,0.1976,1497.38,1496.58,-2.0,18.3,-8.5
32,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,30,1.594,0.0069,0.0211,0.0522,0.1814,0.6262,0.1121,1499.87,1498.91,0.83,17.64,-11.5
33,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,31,1.479,0.0065,0.0169,0.0594,0.172,0.6114,0.1338,1501.31,1501.07,4.83,17.64,-12.5
34,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,36,1.447,0.0085,0.0301,0.0493,0.1616,0.5456,0.2048,1495.87,1495.18,4.67,18.3,-17.5
35,Cole Custer,41,Haas Factory Team,Haas Factory Team,Chevrolet,35,1.443,0.006,0.0155,0.0571,0.1489,0.6136,0.1589,1498.31,1498.36,3.67,16.86,-16.5
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Chevrolet,34,1.01,0.0048,0.0065,0.0151,0.0904,0.7486,0.1346,1493.39,1492.54,-1.33,12.76,-15.5
