ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
12,Austin Cindric,2,Team Penske,Team Penske,Ford,9,4.329,0.0582,0.167,0.1878,0.4076,0.1359,0.0435,1511.22,1510.46,-15.0,24.51,9.81
13,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,10,4.234,0.0445,0.1525,0.1693,0.3905,0.1972,0.0461,1505.22,1504.67,-10.17,21.61,8.81
14,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,21,3.991,0.0798,0.1811,0.1939,0.2813,0.194,0.0698,1509.06,1507.48,9.67,27.26,-2.19
15,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,34,3.902,0.1136,0.2104,0.1312,0.1649,0.1236,0.2562,1513.89,1512.42,-5.83,24.95,-15.19
16,Chris Buescher,17,RFK Racing,RFK Racing,Ford,7,3.888,0.1129,0.1203,0.1659,0.3432,0.1682,0.0895,1504.57,1503.07,0.67,27.26,11.81
17,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,4,3.677,0.0293,0.2034,0.177,0.2976,0.1921,0.1006,1494.27,1492.13,1.17,22.32,14.81
18,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,6,3.411,0.0383,0.0964,0.2341,0.3821,0.1946,0.0545,1506.57,1505.62,-3.0,21.54,12.81
19,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,19,3.334,0.0461,0.0573,0.116,0.3359,0.3404,0.1044,1505.41,1504.07,6.0,21.61,-0.19
20,Daniel Suarez,7,Spire Motorsports,Spire Motorsports,Chevrolet,13,2.814,0.0296,0.0839,0.1155,0.4286,0.2571,0.0853,1503.84,1502.3,-4.5,21.73,5.81
21,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,15,2.719,0.0124,0.0416,0.0931,0.4381,0.331,0.0838,1495.17,1493.17,-3.0,17.68,3.81
22,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,24,2.706,0.0617,0.0387,0.1746,0.2803,0.3139,0.1308,1501.4,1498.67,5.67,20.23,-5.19
23,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,22,2.478,0.028,0.0286,0.1071,0.3877,0.3357,0.1129,1500.05,1496.89,-5.5,18.07,-3.19
24,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,16,2.458,0.0141,0.036,0.0806,0.3356,0.4392,0.0946,1499.2,1497.55,3.67,17.68,2.81
25,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,25,2.37,0.0262,0.0378,0.1647,0.2799,0.4127,0.0787,1510.41,1509.05,-6.67,17.31,-6.19
26,Connor Zilisch,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,26,2.347,0.0164,0.0284,0.0887,0.3372,0.4299,0.0995,1499.58,1498.69,-5.5,21.54,-7.19
27,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,23,2.124,0.0117,0.0196,0.0722,0.3314,0.4138,0.1514,1497.5,1496.16,0.67,17.74,-4.19
28,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,31,1.93,0.0113,0.0159,0.0576,0.2581,0.495,0.1621,1498.27,1497.48,-1.17,19.86,-12.19
29,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,28,1.824,0.0127,0.032,0.0508,0.2281,0.5359,0.1405,1502.83,1501.67,3.0,19.86,-9.19
30,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,29,1.629,0.0117,0.0256,0.0657,0.225,0.5452,0.1268,1501.17,1499.75,5.33,20.23,-10.19
31,Shane van Gisbergen,97,Trackhouse Racing,Trackhouse Racing,Chevrolet,33,1.567,0.0142,0.0383,0.063,0.1115,0.6437,0.1292,1510.03,1507.68,-0.67,21.54,-14.19
32,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,35,1.49,0.006,0.0204,0.0397,0.0959,0.6601,0.1778,1501.97,1500.1,11.33,17.68,-16.19
33,Justin Allgaier,48,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,38,1.329,0.0092,0.0223,0.0501,0.1288,0.5593,0.2303,1502.78,1501.8,-5.0,20.29,-19.19
34,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,32,1.182,0.0054,0.0122,0.0341,0.106,0.6106,0.2316,1492.55,1491.65,2.67,18.07,-13.19
35,Cole Custer,41,Haas Factory Team,Haas Factory Team,Chevrolet,30,1.172,0.0072,0.0105,0.0277,0.1435,0.6527,0.1584,1496.99,1495.59,-2.5,16.7,-11.19
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Chevrolet,36,0.533,0.0052,0.007,0.016,0.0486,0.5673,0.3558,1496.73,1494.39,4.83,12.56,-17.19
