ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
12,Denny Hamlin,11,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,40,4.151,0.0326,0.3369,0.1387,0.1717,0.2587,0.0615,1498.1,1501.8,-7.5,25.46,-19.5
13,Chase Elliott,9,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,39,4.104,0.1283,0.1683,0.1848,0.169,0.2115,0.1381,1516.88,1513.59,0.33,28.27,-18.5
14,Ryan Preece,60,RFK Racing,RFK Racing,Ford,7,4.096,0.0684,0.1726,0.2735,0.2096,0.2082,0.0678,1507.33,1506.96,1.67,23.85,13.5
15,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,22,3.69,0.0723,0.1627,0.1471,0.2805,0.2511,0.0864,1495.98,1505.1,-5.83,21.71,-1.5
16,Christopher Bell,20,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,13,3.648,0.1329,0.1326,0.1404,0.119,0.3328,0.1424,1497.53,1513.67,6.0,25.46,7.5
17,Ryan Blaney,12,Team Penske,Team Penske,Ford,17,3.334,0.0461,0.081,0.233,0.2801,0.3001,0.0597,1492.69,1506.35,1.5,23.12,3.5
18,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,18,3.279,0.0489,0.1121,0.1189,0.3933,0.2312,0.0956,1495.19,1504.2,-11.83,21.71,2.5
19,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,16,3.254,0.0235,0.1755,0.1514,0.2694,0.2245,0.1556,1508.72,1508.32,-8.67,18.62,4.5
20,Brad Keselowski,6,RFK Racing,RFK Racing,Ford,15,3.185,0.0289,0.0889,0.1803,0.3876,0.209,0.1052,1515.41,1499.36,2.83,23.85,5.5
21,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,10,3.126,0.0146,0.1488,0.1489,0.3243,0.2211,0.1423,1503.69,1498.15,-9.0,20.96,10.5
22,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,25,2.95,0.0204,0.1081,0.1237,0.375,0.246,0.1268,1501.77,1511.58,6.17,18.44,-4.5
23,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,23,2.947,0.0537,0.0572,0.1771,0.2946,0.2392,0.1781,1504.82,1510.11,8.67,17.06,-2.5
24,Carson Hocevar,77,Spire Motorsports,Spire Motorsports,Chevrolet,3,2.671,0.055,0.0507,0.1456,0.2394,0.3205,0.1889,1509.44,1493.49,-0.17,19.93,17.5
25,Will Brown,13,Kaulig Racing,Kaulig Racing,Chevrolet,19,2.653,0.0158,0.1548,0.0612,0.2571,0.3344,0.1767,1496.7,1497.3,-7.0,20.96,1.5
26,Austin Cindric,2,Team Penske,Team Penske,Ford,27,2.482,0.0155,0.0412,0.1464,0.3158,0.3594,0.1217,1493.3,1504.79,3.5,23.12,-6.5
27,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,20,2.464,0.0238,0.0459,0.1394,0.2931,0.3278,0.17,1499.74,1501.36,4.33,19.01,0.5
28,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,21,2.402,0.031,0.0495,0.0897,0.3386,0.2811,0.21,1499.32,1496.24,0.0,21.69,-0.5
29,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,34,2.379,0.0237,0.073,0.1086,0.2327,0.39,0.172,1513.59,1505.26,2.17,18.44,-13.5
30,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,26,2.293,0.0126,0.0228,0.096,0.3918,0.3517,0.1251,1512.48,1493.2,2.5,19.01,-5.5
31,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,28,2.235,0.0177,0.0316,0.139,0.2553,0.3762,0.1802,1501.67,1499.62,3.5,19.93,-7.5
32,Bubba Wallace,23,23XI Racing,23XI Racing,Toyota,37,2.224,0.0177,0.0515,0.134,0.186,0.4588,0.1521,1503.38,1508.02,0.17,21.69,-16.5
33,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,32,2.157,0.0201,0.0464,0.112,0.211,0.4383,0.1722,1512.6,1497.38,7.17,22.06,-11.5
34,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,24,1.995,0.0094,0.0187,0.0771,0.3334,0.385,0.1764,1500.49,1496.22,3.33,19.01,-3.5
35,Josh Berry,21,Wood Brothers Racing,Wood Brothers Racing,Ford,29,1.758,0.0095,0.0328,0.0469,0.2197,0.5399,0.1512,1497.3,1500.4,2.67,16.81,-8.5
36,Austin Hill,33,Richard Childress Racing,Richard Childress Racing,Chevrolet,30,1.548,0.0086,0.0142,0.0438,0.2244,0.4703,0.2387,1496.65,1497.67,4.5,19.65,-9.5
37,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,36,1.431,0.0073,0.0211,0.0499,0.1293,0.5732,0.2192,1511.82,1495.12,2.5,18.62,-15.5
38,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,35,1.188,0.0043,0.0074,0.0244,0.0811,0.7287,0.1542,1507.92,1495.87,5.67,14.52,-14.5
39,Josh Bilicki,66,Garage 66,Garage 66,Ford,31,1.117,0.005,0.0071,0.0123,0.0422,0.829,0.1043,1495.52,1497.39,5.67,5.91,-10.5
40,Katherine Legge,78,Live Fast Motorsports,Live Fast Motorsports,Chevrolet,33,1.057,0.0055,0.0108,0.0139,0.0885,0.5913,0.2901,1496.1,1494.37,5.0,11.66,-12.5
