ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
21,Daniel Suarez,99,Trackhouse Racing,Trackhouse Racing,Chevrolet,26,3.128,0.0735,0.0475,0.1938,0.2782,0.2562,0.1507,1498.82,1500.33,2.67,20.75,-7.0
22,Chris Buescher,17,RFK Racing,RFK Racing,Ford,27,2.838,0.0433,0.0574,0.1561,0.285,0.3671,0.091,1506.05,1510.94,0.5,23.96,-8.0
23,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,21,2.723,0.0214,0.0521,0.1403,0.3879,0.2792,0.1191,1505.09,1497.65,-2.4,20.75,-2.0
24,Ryan Preece,60,RFK Racing,RFK Racing,Ford,33,2.524,0.0363,0.0975,0.0989,0.2249,0.3082,0.2342,1513.66,1504.15,3.0,23.96,-14.0
25,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,19,2.207,0.0153,0.0342,0.0847,0.3294,0.4034,0.133,1503.92,1497.07,-4.0,16.64,0.0
26,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,24,2.204,0.0142,0.0303,0.0975,0.3194,0.4053,0.1334,1500.21,1501.66,-1.8,22.01,-5.0
27,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,28,2.061,0.0105,0.0149,0.1327,0.2951,0.3033,0.2435,1492.2,1493.41,6.0,20.75,-9.0
28,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,30,2.051,0.0268,0.0229,0.0701,0.293,0.3932,0.1941,1494.3,1501.3,1.83,19.95,-11.0
29,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,25,2.041,0.0192,0.0272,0.0691,0.2835,0.4624,0.1386,1493.56,1499.03,-3.17,18.43,-6.0
30,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,23,1.751,0.0077,0.0208,0.0549,0.2206,0.5918,0.1042,1496.44,1502.92,3.83,18.4,-4.0
31,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,37,1.672,0.0125,0.0396,0.055,0.1203,0.6331,0.1395,1500.25,1508.41,0.17,21.85,-18.0
32,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,29,1.603,0.0089,0.0298,0.0338,0.1541,0.6737,0.0996,1508.42,1502.63,3.33,18.43,-10.0
33,Noah Gragson,4,Front Row Motorsports,Front Row Motorsports,Ford,31,1.598,0.0082,0.0105,0.032,0.25,0.5322,0.1671,1496.1,1495.0,6.17,18.4,-12.0
34,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,34,1.583,0.0129,0.0249,0.0767,0.1102,0.5661,0.2092,1512.36,1500.08,3.0,18.4,-15.0
35,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,32,1.559,0.0095,0.0209,0.0501,0.1632,0.5769,0.1794,1497.94,1503.46,3.83,18.85,-13.0
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,35,1.151,0.0041,0.0061,0.0163,0.095,0.701,0.1775,1492.59,1493.16,2.17,14.2,-16.0
37,Joey Gase,66,Garage 66,Garage 66,Ford,36,0.984,0.0044,0.0062,0.0111,0.0244,0.7683,0.1855,1503.03,1496.95,2.83,7.95,-17.0
