ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
1,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,1,5.89,0.3719,0.1429,0.1423,0.1119,0.1234,0.1076,1505.87,1511.4,-8.33,22.15,18.0
2,Kyle Larson,5,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,6,5.888,0.2629,0.2895,0.1444,0.1353,0.1044,0.0634,1514.18,1494.74,-8.0,28.64,13.0
3,Chase Elliott,9,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,12,5.624,0.3254,0.0992,0.2213,0.152,0.1135,0.0886,1507.17,1513.0,-2.33,28.64,7.0
4,Ty Gibbs,54,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,4,4.935,0.0825,0.4047,0.1326,0.1576,0.1414,0.0813,1516.57,1494.48,-12.17,25.5,15.0
5,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,3,4.842,0.157,0.247,0.2314,0.0884,0.1201,0.1561,1513.63,1507.8,-3.83,22.15,16.0
6,Chris Buescher,17,RFK Racing,RFK Racing,Ford,16,4.691,0.2009,0.1659,0.1468,0.1937,0.2054,0.0873,1516.57,1511.09,13.83,23.35,3.0
7,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,27,4.474,0.136,0.1697,0.252,0.1851,0.1107,0.1466,1497.41,1514.32,-1.33,28.64,-8.0
8,Tyler Reddick,45,23XI Racing,23XI Racing,Toyota,22,4.21,0.1296,0.1563,0.2201,0.1637,0.228,0.1022,1508.09,1513.93,-4.67,23.65,-3.0
9,Joey Logano,22,Team Penske,Team Penske,Ford,9,4.168,0.096,0.1791,0.1851,0.2734,0.2093,0.0571,1501.95,1499.78,0.0,23.8,10.0
10,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,5,4.013,0.1571,0.1087,0.2287,0.117,0.1876,0.201,1497.15,1508.81,1.83,20.16,14.0
11,Kyle Busch,8,Richard Childress Racing,Richard Childress Racing,Chevrolet,11,3.757,0.1134,0.1356,0.1925,0.1687,0.2051,0.1846,1511.92,1512.47,3.0,20.74,8.0
