ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
23,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,26,2.832,0.042,0.0563,0.1551,0.3153,0.2969,0.1344,1505.38,1504.68,-4.67,20.68,-7.0
24,John Hunter Nemechek,42,Legacy Motor Club,Legacy Motor Club,Toyota,7,2.7,0.0343,0.0588,0.1276,0.3279,0.3228,0.1285,1503.03,1502.21,7.5,16.29,12.0
25,Justin Haley,7,Spire Motorsports,Spire Motorsports,Chevrolet,21,2.592,0.0122,0.0979,0.0768,0.3654,0.305,0.1428,1506.27,1506.6,-0.33,21.26,-2.0
26,Ricky Stenhouse Jr.,47,Hyak Motorsports,Hyak Motorsports,Chevrolet,27,2.539,0.0251,0.0789,0.1139,0.2605,0.3848,0.1368,1504.8,1503.18,4.5,23.36,-8.0
27,Zane Smith,38,Front Row Motorsports,Front Row Motorsports,Ford,17,2.388,0.01,0.0472,0.0897,0.3826,0.3605,0.1099,1501.1,1500.41,-2.17,20.07,2.0
28,Austin Dillon,3,Richard Childress Racing,Richard Childress Racing,Chevrolet,30,2.374,0.0173,0.0306,0.1659,0.2727,0.3397,0.1738,1494.45,1493.56,-5.33,19.96,-11.0
29,Ryan Preece,60,RFK Racing,RFK Racing,Ford,31,2.282,0.0297,0.0516,0.1261,0.234,0.2912,0.2675,1515.1,1513.26,10.17,23.22,-12.0
30,Riley Herbst,35,23XI Racing,23XI Racing,Toyota,19,2.269,0.0302,0.0489,0.0757,0.3074,0.3238,0.214,1503.09,1502.92,5.0,21.85,0.0
31,Todd Gilliland,34,Front Row Motorsports,Front Row Motorsports,Ford,29,2.155,0.0092,0.027,0.107,0.2789,0.5033,0.0747,1497.43,1496.02,-2.5,19.89,-10.0
32,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,35,2.072,0.0115,0.0208,0.1332,0.2511,0.3916,0.1917,1492.46,1492.54,3.0,20.85,-16.0
33,Erik Jones,43,Legacy Motor Club,Legacy Motor Club,Toyota,28,2.039,0.0101,0.0285,0.1162,0.2086,0.532,0.1047,1498.48,1498.04,-4.83,16.29,-9.0
34,Ty Dillon,10,Kaulig Racing,Kaulig Racing,Chevrolet,34,1.628,0.006,0.0266,0.0471,0.1711,0.6336,0.1156,1502.95,1501.91,3.83,18.0,-15.0
35,Cole Custer,41,Haas Factory Team,Haas Factory Team,Ford,24,1.578,0.0071,0.0101,0.0312,0.2206,0.6183,0.1127,1497.96,1498.43,-1.17,14.08,-5.0
36,Cody Ware,51,Rick Ware Racing,Rick Ware Racing,Ford,36,1.325,0.0064,0.0106,0.0298,0.1719,0.5217,0.2596,1493.31,1492.3,7.33,15.19,-17.0
37,J.J. Yeley,44,NY Racing Team,NY Racing Team,Chevrolet,37,1.016,0.0085,0.0108,0.0141,0.0551,0.6192,0.2923,1493.04,1491.53,2.67,8.47,-18.0
