ep_rank,driver,car_number,team,organization,make,start,expected_points,prob_Win,prob_Top5,prob_Top10,prob_Top20,prob_Made,prob_DNF,driver_elo,track_type_elo,rolling_sf_delta,org_rating,qual_diff
1,Chris Buescher,17,RFK Racing,RFK Racing,Ford,5,6.575,0.4819,0.0669,0.1871,0.0735,0.1317,0.0589,1506.98,1513.36,5.33,25.1,14.0
2,Christopher Bell,20,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,7,6.352,0.3986,0.15,0.205,0.0596,0.1119,0.0749,1514.38,1513.71,9.67,27.73,12.0
3,Shane van Gisbergen,88,Trackhouse Racing,Trackhouse Racing,Chevrolet,2,6.18,0.3728,0.2484,0.0781,0.0694,0.1148,0.1164,1509.22,1514.27,-0.83,21.45,17.0
4,Chase Briscoe,19,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,8,5.173,0.1134,0.3314,0.2479,0.119,0.1228,0.0655,1513.85,1511.6,-2.5,27.73,11.0
5,Ty Gibbs,54,Joe Gibbs Racing,Joe Gibbs Racing,Toyota,3,4.961,0.1441,0.3086,0.1589,0.1302,0.1737,0.0844,1499.41,1494.29,-9.5,27.73,16.0
6,Kyle Larson,5,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,4,4.907,0.1655,0.2451,0.1541,0.1915,0.1911,0.0527,1512.84,1491.67,-14.33,25.69,15.0
7,Ryan Blaney,12,Team Penske,Team Penske,Ford,11,4.895,0.0949,0.3463,0.1843,0.1323,0.2029,0.0392,1501.46,1511.64,-2.5,24.25,8.0
8,Tyler Reddick,45,23XI Racing,23XI Racing,Toyota,1,4.798,0.2074,0.1877,0.174,0.1303,0.1491,0.1515,1511.5,1508.89,1.0,20.74,18.0
9,William Byron,24,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,13,4.67,0.2293,0.1201,0.1844,0.1323,0.2175,0.1165,1510.82,1512.73,6.17,25.69,6.0
10,Ross Chastain,1,Trackhouse Racing,Trackhouse Racing,Chevrolet,10,4.193,0.0905,0.1903,0.2518,0.1728,0.1782,0.1163,1509.47,1509.35,-7.0,21.45,9.0
11,A.J. Allmendinger,16,Kaulig Racing,Kaulig Racing,Chevrolet,9,3.902,0.0982,0.117,0.2614,0.2049,0.179,0.1395,1492.5,1508.24,-3.67,18.99,10.0
12,Michael McDowell,71,Spire Motorsports,Spire Motorsports,Chevrolet,6,3.831,0.0911,0.1427,0.2374,0.1659,0.2357,0.1271,1507.74,1503.81,-3.5,20.23,13.0
13,Joey Logano,22,Team Penske,Team Penske,Ford,17,3.761,0.1007,0.1318,0.1509,0.2624,0.2894,0.0647,1503.46,1506.56,-1.0,24.25,2.0
14,Chase Elliott,9,Hendrick Motorsports,Hendrick Motorsports,Chevrolet,15,3.519,0.0559,0.116,0.184,0.3477,0.186,0.1105,1516.36,1498.96,6.17,25.69,4.0
